role_id,right_id,date_off,date_on
1d2dfa9b-26f2-48be-aba9-f4a3ee6bf3e9,02628503-ed9f-4361-b89c-709bf501e5f5,,12/13/2022 09:40:46
1d2dfa9b-26f2-48be-aba9-f4a3ee6bf3e9,0351fe8b-0a4b-4197-b676-a299a910e22d,,12/13/2022 09:40:46
1d2dfa9b-26f2-48be-aba9-f4a3ee6bf3e9,03ea37c1-ab73-4952-98e7-7fefbab20399,,12/13/2022 09:40:46
1d2dfa9b-26f2-48be-aba9-f4a3ee6bf3e9,06eb7ee6-c1ce-4365-bf9f-89e1ca8c5b5d,,12/13/2022 09:40:46
1d2dfa9b-26f2-48be-aba9-f4a3ee6bf3e9,045d6865-440f-4303-84ab-03d16527e1ef,,12/13/2022 09:40:46
