right_id,right_group_id
bc841a6d-e52c-4005-8924-763ea0a206e7,0ae9c668-33e1-4aa4-82d7-096c5eb42743
7ec8ff10-cf96-4129-a9ca-76f45909066e,12ec689d-f7d4-4e65-b3e2-88fbc4720ba9
9ac14d58-e340-4830-90c5-7a056db294fe,12ec689d-f7d4-4e65-b3e2-88fbc4720ba9
045d6865-440f-4303-84ab-03d16527e1ef,5de30055-ad84-4beb-841c-aa7235833939
06eb7ee6-c1ce-4365-bf9f-89e1ca8c5b5d,5de30055-ad84-4beb-841c-aa7235833939
